taxa,ids,rx,ry,A,psid
Actiniarian -  Edwardsia,path10291,15.77271,11.683489,144.7333964,TIMER_2019_03_06 at 07_13_50 IMG_0480.svg
Mysids,path10168,18.693583,8.6165724,126.5077039,TIMER_2019_03_06 at 07_13_50 IMG_0480.svg
Mysids,path10170,10.807227,24.973457,211.9741096,TIMER_2019_03_06 at 07_13_50 IMG_0480.svg
Mysids,path10283,7.7403116,5.4036136,32.84979107,TIMER_2019_03_06 at 07_13_50 IMG_0480.svg
unknown - burrowing,path10286,26.872025,28.770592,607.2102227,TIMER_2019_03_06 at 07_13_50 IMG_0480.svg
Ophiuroid - Ophionotus victoriae,path10289,74.336197,43.667042,2549.435297,TIMER_2019_03_06 at 07_13_50 IMG_0480.svg
Hydroid - solitary,path9519,13.070904,12.413708,127.437438,TIMER_2019_03_06 at 07_13_50 IMG_0480.svg
Ascidian - Compound,path9513,11.464423,13.143925,118.3496984,TIMER_2019_03_06 at 07_13_50 IMG_0480.svg
Hydroid - solitary,path11333,24.827415,18.985668,370.2092512,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Gorgonian - Echinisis,path11336,21.376564,45.541378,764.5993918,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
sponge - unknown 1,path11339,14.767385,14.45758,167.6830184,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
sponge - unknown 1,path11551,20.653685,11.049722,179.2415877,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
sponge - unknown 1,path11553,19.311195,14.044506,213.0127007,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Echinoderm - Sterechinus,path11556,11.669333,11.049722,101.2715055,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Echinoderm - Sterechinus,path11558,13.424895,8.2614746,87.10806188,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Echinoderm - Sterechinus,path11560,8.2614746,7.4353266,48.24446594,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Sponge - Cinachyra antarctica,path11665,30.669159,23.366978,562.8521095,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Sponge - Cinachyra antarctica,path11667,43.813084,42.060558,1447.333904,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Asteroidea,path11672,34.544025,22.422407,608.3381491,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Clump,path11675,35.388733,30.780874,855.5311811,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Clump,path4438,10.53338,25.817108,213.5822832,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Sponge - unknown 2,path11780,8.6165724,20.59215,139.3561424,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Serpulids,path11885,5.1115265,5.6226788,22.57271368,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Ophiuroid - Ophionotus victoriae,path11924,169.36021,160.68567,21373.63619,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Ophiuroid traces,path11927,85.919334,91.289291,6160.282342,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Ophiuroid traces,path11929,62.37413,68.157158,3338.918785,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Ophiuroid traces,path11931,80.136299,79.31015,4991.693763,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Buried ophiuroid,path11936,54.52573,47.503475,2034.308204,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Buried ophiuroid,path11938,46.149784,42.498688,1540.405558,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Buried ophiuroid,path11940,47.75626,38.847599,1457.083269,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Buried ophiuroid,path11942,49.36274,47.610214,1845.819685,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Buried ophiuroid,path12780,21.906542,23.074892,397.0117743,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Ascidian - Compound,path12783,31.399378,23.805107,587.0580725,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Mysids,path11945,10.953271,4.089221,35.17825532,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Mysids,path12049,17.245829,4.4405422,60.14644437,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Mysids,path12153,3.7176633,9.1908894,26.83598099,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Mysids,path12260,14.560848,4.2340055,48.42035481,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Krill,path12365,18.401495,35.634644,515.0097058,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Krill,path12469,24.243238,9.6388779,183.5299665,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Pelagic Fish,path12574,18.109407,56.080746,797.6417779,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Sponge - unknown 4,path12258,14.044506,12.288943,135.5535448,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Sponge - Isodictya,path11342,35.42107,29.224964,813.0280746,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Sponge - swiss cheese,path11447,35.834145,41.100834,1156.744818,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
dropstones,path11228,132.23729,122.30633,12702.60392,TIMER_2019_03_06 at 07_19_21 IMG_0514.svg
Ophiuroid - Ophionotus victoriae,path17819,71.123245,62.214577,3475.310377,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Ophiuroid - Ophionotus victoriae,path17821,76.380814,81.054199,4862.388797,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Ophiuroid - Ophionotus victoriae,path17823,64.697319,65.71962,3339.421272,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Gorgonian - Echinisis,path17826,15.77271,17.014082,210.7680227,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Gorgonian - Echinisis,path18770,39.431774,23.074892,714.6211647,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Gorgonian - Echinisis,path18965,8.6745481,21.479834,146.3415537,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Clump,path17931,36.949032,55.496571,1610.493945,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Clump,path18956,22.782803,30.961246,554.0072732,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Clump,path18963,27.262865,24.990959,535.1115148,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Buried actiniarian,path18959,15.4076,14.896448,180.263418,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Buried actiniarian,path18961,13.655077,11.683489,125.301592,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Pelagic Fish,path18036,10.369096,35.634644,290.203871,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Pelagic Fish,path18140,9.7849226,55.350529,425.3721496,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Pelagic Fish,path18142,16.230257,41.519669,529.2601076,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Pelagic Fish,path18246,13.289968,46.879997,489.3294923,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Pelagic Fish,path18350,9.7072315,43.785812,333.8248606,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Pelagic Fish,path18561,20.653685,65.265648,1058.697981,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Pelagic Fish,path18666,7.8863549,52.283615,323.8409811,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Krill,path18455,7.4353266,15.490264,90.45836853,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Krill,path18457,14.664117,34.904728,402.0037057,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Krill,path19171,10.807227,6.2068539,52.68362841,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Notocrangon,path19276,15.283728,7.2287898,86.77303303,TIMER_2019_03_06 at 07_22_20 IMG_0531.svg
Ascidian - Pyura bouvetensis,path19612,36.218815,27.164112,772.7155124,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Notocrangon,path19615,25.300764,53.493046,1062.969602,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Hydroid clump,path19720,16.522949,22.409248,290.8069133,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Hydroid clump,path19722,47.606743,22.615784,845.6097842,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Hydroid clump,path20062,48.851589,15.042492,577.1495551,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Hydroid clump,path20064,7.4482241,20.811214,121.7418877,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Ophiuroid - Ophioperla,path19827,5.4215922,5.3183241,22.64600136,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Ophiuroid - Ophioperla,path19937,4.6733956,4.0161991,14.7413637,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Ascidian - Compound,path19940,15.188536,16.575951,197.7353198,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Ascidian - Compound,path19942,14.677382,15.699689,180.9795601,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Benthic Fish,path19945,63.406815,16.41968,817.6934312,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Ophiuroid traces,path20050,99.550758,98.311546,7686.683126,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Ophiuroid traces,path20052,84.267036,82.614738,5467.705688,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Ophiuroid traces,path20056,85.506256,85.093185,5714.55677,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Ophiuroid traces,path20058,95.833099,98.00174,7376.31068,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Ophiuroid traces,path20060,90.050064,91.702362,6485.663755,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Buried actiniarian,path19830,7.5942678,8.1054201,48.34497257,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Krill,path19833,13.801122,32.85981,356.1798317,TIMER_2019_03_06 at 07_30_58 IMG_0584.svg
Krill,path20463,34.320248,12.267663,330.6755891,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Krill,path20465,11.683489,34.174206,313.5890348,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Krill,path20884,11.391401,43.667042,390.6796549,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Krill,path21241,10.807227,7.5942678,64.45996463,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Buried actiniarian,path20887,14.604362,17.525234,201.0186241,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Buried actiniarian,path20891,17.087103,17.525234,235.1917828,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Buried actiniarian,path21239,21.46841,20.59215,347.2093848,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Notocrangon,path20894,26.230179,13.424895,276.5680664,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Notocrangon,path21135,25.817108,11.669333,236.6156719,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Gorgonian - Echinisis,path20672,20.300062,20.738192,330.6420894,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid - Ophionotus victoriae,path20777,93.175819,91.569344,6701.055318,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid - Ophionotus victoriae,path20889,123.92211,117.31293,11417.85603,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid - Ophionotus victoriae,path21017,92.528511,108.01878,7849.910816,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
dropstones,path21020,21.273296,16.729485,279.5163627,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
dropstones,path21022,27.800646,28.708788,626.8442223,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
dropstones,path21024,32.63282,56.900902,1458.356285,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Clump,path21129,25.094229,23.855007,470.1574114,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Clump,path21131,20.860224,32.116478,526.1829386,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Clump,path21133,19.10466,32.736092,491.1973634,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Clump,path21243,10.946453,8.7778158,75.46572716,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid traces,path21246,75.358505,70.100937,4149.0243,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid traces,path21248,56.664921,54.912399,2443.850228,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid traces,path21250,52.575699,53.159874,2195.123098,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid traces,path21252,58.417446,60.169968,2760.655582,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid traces,path21254,85.873642,82.952766,5594.749362,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid traces,path21256,63.675014,51.407352,2570.893962,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid traces,path21258,63.675014,65.427536,3272.046716,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid traces,path21260,57.249096,54.912399,2469.044584,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ophiuroid traces,path21262,87.041992,82.952766,5670.868474,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Ascidian - Distaplia cylindrica,path20780,23.513021,57.10305,1054.526793,TIMER_2019_03_06 at 07_32_10 IMG_0591.svg
Notocrangon,path894,20.653685,40.274685,653.3104166,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Notocrangon,path896,19.00139,38.828926,579.4695658,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Buried actiniarian,path1001,15.07719,17.762169,210.3324531,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Buried actiniarian,path1863,15.386995,14.560848,175.9666485,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid - Ophionotus victoriae,path1004,103.88804,100.78999,8223.805611,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid - Ophionotus victoriae,path1865,66.011711,80.616074,4179.578777,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid - Ophionotus victoriae,path1867,70.685104,67.180061,3729.564965,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Hydroid clump,path1006,21.996174,29.224964,504.8833081,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Gorgonians,path1326,6.8157163,23.338665,124.9330655,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Gorgonians,path1222,10.223575,31.806677,255.394163,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Krill,path1434,20.550417,5.7830319,93.33963712,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Krill,path1436,11.15299,26.849791,235.1917609,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Krill,path1756,4.8536158,23.235397,88.5738198,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Krill,path2285,25.119501,11.683489,230.501334,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid traces,path2390,96.972954,102.23052,7786.119709,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid traces,path2392,78.279381,67.764236,4166.177896,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid traces,path2394,67.764236,75.942673,4041.813842,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid traces,path2396,64.843361,64.259186,3272.582612,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid traces,path2398,72.43763,69.516762,3954.974149,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid traces,path2400,90.547043,60.754143,4320.560119,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid traces,path2402,78.279381,71.853455,4417.585052,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid traces,path2404,45.565605,48.486477,1735.192461,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid traces,path2406,57.249096,54.912399,2469.044584,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ophiuroid traces,path2510,94.052086,91.715385,6774.86284,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Gorgonian - Echinisis,path1861,20.756952,19.517733,318.1872953,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Mysids,path1541,9.3974266,4.1307373,30.48782198,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Mysids,path1546,17.865438,7.1255212,99.98162384,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Mysids,path1650,5.1634212,11.875869,48.16070473,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Mysids,path1652,11.669333,5.2666898,48.26959494,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Mysids,path1869,6.3528972,16.064796,80.15616382,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Mysids,path2076,8.0549374,15.696801,99.30319079,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Gorgonian - Primnoella,path2181,46.780598,13.115089,481.8666753,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Ascidian - Distaplia cylindrica,path1544,12.288943,11.875869,114.6224823,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Sponge,path1113,7.3320584,7.5385952,43.41164276,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Sponge,path1115,9.8105011,12.185674,93.89244049,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
dropstones,path1118,84.3703,53.286507,3530.991949,TIMER_2019_03_06 at 07_32_20 IMG_0592.svg
Gorgonian - Echinisis,path2846,20.59215,34.758381,562.1485747,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Gorgonian - Echinisis,path2848,33.590027,14.020186,369.8741751,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Gorgonian - Echinisis,path2955,11.245358,12.559751,110.9287698,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Gorgonian - Echinisis,path2957,13.436012,11.683489,123.2914097,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Gorgonian - Echinisis,path2959,12.997881,16.795015,171.4521099,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Gorgonian - Echinisis,path3318,42.936821,24.389284,822.4676384,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Krill,path2962,33.005856,10.077009,261.223671,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Krill,path2970,28.186417,16.502928,365.3345612,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Krill,path3077,12.997881,9.9309654,101.3803781,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Mysids,path3314,25.119501,7.0100932,138.3007965,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Ophiuroid traces,path3080,84.55925,88.064293,5848.585679,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Ophiuroid traces,path3082,74.044106,79.447723,4620.211214,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Ophiuroid traces,path3084,75.796631,76.964981,4581.766478,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Ophiuroid traces,path3190,55.058441,57.249096,2475.611119,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Ophiuroid traces,path3306,99.601746,95.804611,7494.510024,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Ophiuroid traces,path3316,68.348412,73.021805,3919.862868,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Buried ophiuroid,path3309,45.419563,44.689346,1594.178075,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Buried ophiuroid,path3311,31.399378,31.107286,767.1372097,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Clump,path3193,17.671276,17.817322,247.2863932,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Clump,path3195,21.322369,25.995762,435.3393139,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
dropstones,path3198,70.393021,74.336197,4109.791828,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
dropstones,path3320,37.971336,30.961246,923.3453985,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Ascidian - Distaplia cylindrica,path3075,44.105167,15.188536,526.1326665,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Buried actiniarian,path2965,33.151901,29.500809,768.125608,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Buried actiniarian,path3302,15.77271,14.458318,179.1075826,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Buried actiniarian,path3304,14.750404,15.480623,179.3420919,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Gorgonians,path2968,32.129593,18.839626,475.4089819,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Sponge,path2953,13.874143,13.436012,146.4085471,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Sponge,path3086,23.366978,19.861931,364.5137371,TIMER_2019_03_06 at 07_34_08 IMG_0602.svg
Ascidian - Pyura bouvetensis,path3655,28.398815,30.773991,686.3947015,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ascidian - Pyura bouvetensis,path3657,29.741306,34.285114,800.8579932,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ascidian - Pyura bouvetensis,path6229,15.042492,15.626666,184.6188325,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ascidian - Pyura bouvetensis,path6231,31.806677,36.763557,918.3869506,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ascidian - Pyura bouvetensis,path6233,32.63282,34.285114,878.7191369,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ascidian - Pyura bouvetensis,path6235,72.700974,80.54937,4599.30551,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Notocrangon,path3660,10.120306,23.235397,184.6858501,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Notocrangon,path4535,47.75626,12.559751,471.0871075,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Krill,path3765,11.979137,53.596313,504.2551331,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Krill,path4220,7.2287898,13.011822,73.87433617,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Krill,path4641,50.969219,9.4928341,380.0088853,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Krill,path6116,6.3510084,17.710535,88.34139422,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ophiuroid traces,path6221,67.180061,65.427536,3452.159397,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ophiuroid traces,path6223,60.754143,56.080746,2675.959662,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ophiuroid traces,path6225,70.685104,71.853455,3989.012877,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ophiuroid traces,path6227,67.764236,64.843361,3451.087296,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Mysids,path4746,17.087103,6.8640499,92.11678048,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ophiuroid - Ophionotus victoriae,path4223,99.860573,103.99131,8156.070746,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ophiuroid - Ophionotus victoriae,path4225,99.601746,95.51252,7471.660613,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Buried actiniarian,path3870,10.53338,10.739917,88.85023042,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Buried actiniarian,path3872,10.223575,10.326842,82.9201733,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Buried ophiuroid,path3875,54.009388,48.639427,2063.229732,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Gorgonian - Echinisis,path3878,16.832754,19.00139,251.2062438,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Gorgonian - Echinisis,path4639,15.334579,31.691463,381.6840633,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ascidian,path3881,10.017037,8.8810844,69.87071003,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ascidian,path3897,9.8105011,21.066759,162.3225285,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Ascidian,path4850,12.705794,38.847599,387.6643577,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Actiniaria - Hormathia lacunifera,path4002,45.334843,29.328234,1044.258238,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Octocoral Anthomastus,path4107,8.3647423,6.5059109,42.74157862,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Octocoral Anthomastus,path4109,7.022253,7.6418638,42.14690096,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Clump,path4112,60.205494,53.183239,2514.784582,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
dropstones,ellipse4194,60.205494,53.183239,2514.784582,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
dropstones,path4329,59.147659,82.222557,3819.604711,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Sponge - Isodictya,path3889,10.223575,13.011822,104.479427,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Sponge - Isodictya,path3891,10.120306,10.53338,83.72425225,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Sponge - Isodictya,path3893,14.767385,13.218359,153.3101899,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Sponge - Isodictya,path3895,7.4353266,7.745132,45.22918426,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Echinoderm - Sterechinus,path3884,8.8810844,8.6745481,60.50659841,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Echinoderm - Sterechinus,path3886,8.3647423,9.8105011,64.45159033,TIMER_2019_03_06 at 07_34_51 IMG_0607.svg
Krill,path8648,25.197496,7.4353266,147.1456122,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Krill,path8655,18.588318,50.394993,735.7281349,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Notocrangon,path8658,52.253822,26.436718,1084.964383,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Notocrangon,path8660,43.785812,16.522949,568.2125894,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Gorgonian - Echinisis,path8663,51.221138,20.653685,830.8768401,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Actiniarian -  Edwardsia,path8790,9.7118998,9.7849226,74.636535,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Pelagic Fish,path8793,22.202713,46.780598,815.7586651,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Pelagic Fish,path8910,30.567455,70.42907,1690.834562,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
dropstones,path9015,44.405426,40.481224,1411.82074,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
dropstones,path9019,32.713768,26.872025,690.4318949,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Ophiuroid traces,path9022,42.060558,46.733955,1543.822789,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Ophiuroid traces,path9024,35.926727,37.679253,1063.187396,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Ophiuroid traces,path9026,58.417446,60.169968,2760.655582,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Ophiuroid traces,path9028,54.328224,63.382927,2704.504325,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Ascidian - Pyura bouvetensis,path8898,45.231567,43.166203,1533.470282,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
Clump,path8901,29.534771,26.230179,608.4497872,TIMER_2019_03_06 at 07_35_12 IMG_0609.svg
