"taxa","ids","rx","ry","A","psid"
"Buried ophiuroid","path3309","45.419563","44.689346","1594.17807471413","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"Buried ophiuroid","path3311","31.399378","31.107286","767.137209731633","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"Clump","path3193","17.671276","17.817322","247.286393157356","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"Clump","path3195","21.322369","25.995762","435.339313872373","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"dropstones","path3198","70.393021","74.336197","4109.79182834724","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"dropstones","path3320","37.971336","30.961246","923.345398519799","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"Ascidian - Distaplia cylindrica","path3075","44.105167","15.188536","526.132666500593","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"Buried actinarian","path2965","33.151901","29.500809","768.12560796746","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"Buried actinarian","path3302","15.77271","14.458318","179.107582579219","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"Buried actinarian","path3304","14.750404","15.480623","179.342091883573","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"Gorgonians","path2968","32.129593","18.839626","475.408981880251","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"Sponge","path2953","13.874143","13.436012","146.408547086472","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"Sponge","path3086","23.366978","19.861931","364.513737131103","TIMER_2019_03_06 at 07_34_08 IMG_0602.svg"
"Ascidian - Pyura bouvetensis","path3655","28.398815","30.773991","686.394701479719","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ascidian - Pyura bouvetensis","path3657","29.741306","34.285114","800.857993246653","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ascidian - Pyura bouvetensis","path6229","15.042492","15.626666","184.61883253914","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ascidian - Pyura bouvetensis","path6231","31.806677","36.763557","918.386950597982","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ascidian - Pyura bouvetensis","path6233","32.63282","34.285114","878.719136919516","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ascidian - Pyura bouvetensis","path6235","72.700974","80.54937","4599.30551034248","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Notocrangon","path3660","10.120306","23.235397","184.685850077327","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Notocrangon","path4535","47.75626","12.559751","471.087107505777","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Krill","path3765","11.979137","53.596313","504.255133118275","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Krill","path4220","7.2287898","13.011822","73.8743361702454","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Krill","path4641","50.969219","9.4928341","380.008885346244","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Krill","path6116","6.3510084","17.710535","88.3413942165063","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ophiuroid traces","path6221","67.180061","65.427536","3452.15939744784","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ophiuroid traces","path6223","60.754143","56.080746","2675.95966220117","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ophiuroid traces","path6225","70.685104","71.853455","3989.0128769844","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ophiuroid traces","path6227","67.764236","64.843361","3451.08729618602","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Mysids","path4746","17.087103","6.8640499","92.1167804781273","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ophiuroid - Ophionotus victoriae","path4223","99.860573","103.99131","8156.07074612237","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ophiuroid - Ophionotus victoriae","path4225","99.601746","95.51252","7471.66061264512","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Buried actinarian","path3870","10.53338","10.739917","88.8502304199096","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Buried actinarian","path3872","10.223575","10.326842","82.9201732986626","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Buried ophiuroid","path3875","54.009388","48.639427","2063.22973222379","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Gorgonian - Echinisis","path3878","16.832754","19.00139","251.206243829466","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Gorgonian - Echinisis","path4639","15.334579","31.691463","381.684063308104","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ascidian","path3881","10.017037","8.8810844","69.8707100347148","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ascidian","path3897","9.8105011","21.066759","162.32252854346","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Ascidian","path4850","12.705794","38.847599","387.66435768477","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Actiniaria - Hormathia lacunifera","path4002","45.334843","29.328234","1044.25823825148","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Octocoral Anthomastus","path4107","8.3647423","6.5059109","42.7415786214688","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Octocoral Anthomastus","path4109","7.022253","7.6418638","42.1469009637958","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Clump","path4112","60.205494","53.183239","2514.78458217466","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"dropstones","ellipse4194","60.205494","53.183239","2514.78458217466","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"dropstones","path4329","59.147659","82.222557","3819.60471119018","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Sponge - Isodictya","path3889","10.223575","13.011822","104.479427028258","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Sponge - Isodictya","path3891","10.120306","10.53338","83.724252247014","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Sponge - Isodictya","path3893","14.767385","13.218359","153.310189923309","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Sponge - Isodictya","path3895","7.4353266","7.745132","45.229184263272","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Echinoderm - Sterechinus","path3884","8.8810844","8.6745481","60.5065984060243","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Echinoderm - Sterechinus","path3886","8.3647423","9.8105011","64.4515903348224","TIMER_2019_03_06 at 07_34_51 IMG_0607.svg"
"Krill","path8648","25.197496","7.4353266","147.145612180278","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Krill","path8655","18.588318","50.394993","735.728134870821","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Notocrangon","path8658","52.253822","26.436718","1084.96438266339","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Notocrangon","path8660","43.785812","16.522949","568.212589367912","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Gorgonian - Echinisis","path8663","51.221138","20.653685","830.876840079278","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Actinarian - Edwardsia","path8790","9.7118998","9.7849226","74.6365349983863","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Fish","path8793","22.202713","46.780598","815.758665097397","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Fish","path8910","30.567455","70.42907","1690.83456197918","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"dropstone","path9015","44.405426","40.481224","1411.82074037398","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"dropstone","path9019","32.713768","26.872025","690.431894905567","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Ophiuroid traces","path9022","42.060558","46.733955","1543.82278886551","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Ophiuroid traces","path9024","35.926727","37.679253","1063.18739603434","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Ophiuroid traces","path9026","58.417446","60.169968","2760.65558205141","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Ophiuroid traces","path9028","54.328224","63.382927","2704.50432526261","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Ascidian - Pyura bouvetensis","path8898","45.231567","43.166203","1533.47028153781","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"clump","path8901","29.534771","26.230179","608.449787204142","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"clump","path9017","29.534771","28.089012","651.568308938136","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Ophiuroid - Ophionotus victoriae","path8904","94.180809","88.191238","6523.45599529678","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"buried ophiuroids","path8651","104.56723","113.91402","9355.40651311004","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"buried ophiuroids","path8653","85.506256","87.984695","5908.74033551697","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"buried ophiuroids","path8906","52.460358","57.830318","2382.74030843496","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"buried ophiuroids","path8908","76.212105","97.072319","5810.44297501796","TIMER_2019_03_06 at 07_35_12 IMG_0609.svg"
"Gorgonian - Echinisis","path9368","19.00139","42.959667","641.115326893905","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Gorgonian - Echinisis","path9370","21.479834","40.481224","682.927242742591","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Gorgonian - Echinisis","path10453","19.517733","31.806677","487.5706475425","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Gorgonian - Primnoella","path9475","30.257648","8.5712786","203.690446044603","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Buried actinarian","path9583","10.53338","9.6555977","79.8797682036974","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Buried actinarian","path10451","16.41968","13.321627","171.795522157504","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Buried actinarian","path10832","14.664117","11.772601","135.587053647651","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"dropstone","path9586","68.932579","60.169968","3257.57324278692","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path9589","9.0547037","20.59215","146.442056066314","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path9696","10.077009","24.243238","191.872243149624","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path9698","19.4238","10.077009","153.728972857903","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path9700","22.198629","9.2007475","160.412846993109","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path9702","20.446106","9.3467913","150.093897467996","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path9809","10.661184","22.928846","191.989517702664","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path9913","7.1544929","21.320723","119.803820072283","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path10241","13.528164","8.5712786","91.0697936377786","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path10243","12.185674","29.328234","280.68897168447","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path10557","9.6039639","25.920376","195.515727113397","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path10559","9.7072315","9.8105011","74.7956703846434","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path10709","13.7281","39.723862","428.303654388641","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path10815","54.732265","9.7072315","417.281075718442","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path10817","30.670725","11.15299","268.661376904455","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Krill","path10819","26.433893","11.099315","230.434332876711","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Ophiuroid traces","path10822","60.462055","63.675014","3023.72182399861","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Ophiuroid traces","path10824","55.204487","56.080746","2431.52109617461","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Ophiuroid traces","path10826","46.441868","39.13969","1427.63419818147","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Ophiuroid traces","path10828","50.823177","46.149784","1842.1346167281","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Ophiuroid traces","path10830","47.503475","47.710014","1780.01968810203","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Ophiuroid traces","path10834","31.187067","28.089012","688.019707548447","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Ophiuroid traces","path10939","47.29694","51.634216","1918.05259756287","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Sponge","path10018","10.223053","10.807227","86.7730309358336","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Sponge","path10020","10.51514","9.2007475","75.9850324058806","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Sponge","path10022","12.413708","8.4705296","82.5851517843238","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Sponge","path10129","25.610569","58.863003","1183.99951219884","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Sponge","path10236","13.321627","12.082406","126.41557251353","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Sponge","path10234","11.359528","10.430112","93.0548770630434","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Sponge","path9580","9.9137688","9.2425241","71.964656952975","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Clump","path10239","25.713839","31.187067","629.841590324638","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Clump","path10813","37.241119","36.072773","1055.09637798158","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Ascidian - Compound","path10025","466.77328","58.656467","21503.6295471774","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Ascidian - Pyura bouvetensis","path10707","18.794853","20.447149","301.829425038815","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Notocrangon","path9807","42.790779","22.344673","750.95528419921","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Notocrangon","path10347","50.188457","17.865438","704.218440714288","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Benthic Fish","path9592","35.19651","13.582056","375.452499728944","TIMER_2019_03_06 at 07_44_29 IMG_0662.svg"
"Ophiuroid - Ophionotus victoriae","path11224","99.893829","102.52261","8043.55795759071","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Ophiuroid - Ophionotus victoriae","path11226","108.36436","109.8248","9347.09749892622","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Ophiuroid - Ophionotus victoriae","path11228","96.096695","99.893829","7539.40360829106","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Ophiuroid - Ophionotus victoriae","path11230","75.650589","75.066414","4460.13356771687","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Benthic Fish","path11233","33.297939","64.551277","1688.15404203079","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Fish","path11872","22.719055","71.461754","1275.12809842878","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Hydroid - solitary","path11338","36.218815","33.882118","963.81719270699","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Mysids","path11341","21.273296","8.2614746","138.032780468531","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Mysids","path12376","13.941237","7.3320584","80.2818010757767","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Ophiuroid - Ophioperla","path12481","22.615784","22.719055","403.544833875698","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11446","37.176636","14.45758","422.139094974998","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11448","23.545202","10.739917","198.606394432112","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11450","29.947847","6.6091795","155.454405480869","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11452","6.8157163","25.404034","135.989091240148","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11454","23.958275","11.359528","213.749798158216","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11456","14.664117","24.371347","280.6889601673","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11458","7.4353266","18.175243","106.137818526107","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11664","8.2614746","20.653685","134.012405387073","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11768","35.111263","11.979137","330.340532902249","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11874","25.197496","9.7072315","192.106762552055","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11876","40.06815","14.044506","441.9728992952","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11878","18.175243","29.741306","424.551268394507","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11880","29.741306","14.45758","337.711244186119","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path11882","12.185674","24.164812","231.271894217311","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path12270","14.251042","35.937412","402.23818832915","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path12272","61.134911","17.555632","842.93800354119","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path12483","24.990959","6.6091795","129.724005660299","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path12592","68.363693","8.8810844","476.849568440773","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Krill","path12808","7.9516692","22.615784","141.240690968374","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Clump","path12913","32.116478","39.964882","1008.08308918223","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Clump","path12915","40.600124","30.961246","987.269388539114","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Clump","path12917","14.312274","21.030279","236.397869190477","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Ophiuroid traces","path12588","63.200275","59.276077","2942.30915369535","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Ophiuroid traces","path12590","59.069542","59.689148","2769.1651970043","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Ophiuroid traces","path12696","82.408203","74.559807","4825.75312422837","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Ophiuroid traces","path12698","43.166203","40.894299","1386.42537413796","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Ophiuroid traces","path12700","70.84214","67.124481","3734.75823939983","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Hydroid clump","path12702","10.828609","26.05562","221.597045425782","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"dropstones","path893","23.805109","29.500809","551.561547657754","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Serpulids","path1087","4.5273519","7.9958878","28.4315688852144","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Serpulids","path1089","4.8194394","7.0100932","26.5344565407599","TIMER_2019_03_06 at 07_50_24 IMG_0697.svg"
"Gorgonian - Primnoella","path13311","50.604111","12.997881","516.592667584483","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path13416","13.418122","20.075386","211.565828016379","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path13523","10.150031","29.865919","238.085602153162","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path14979","26.287849","11.099315","229.161211595989","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path14981","7.8863549","29.646854","183.630498502241","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path14983","23.951153","7.7403116","145.604484376768","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path14985","15.918754","4.8194389","60.2553247614442","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path14987","7.7403116","23.805107","144.716637661193","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path14989","16.21084","7.3021808","92.971102797859","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path14991","9.4928341","22.198629","165.505307477927","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15095","22.490715","10.369096","183.161435652824","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15097","7.156137","18.109407","101.782416369824","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15099","7.3021808","21.030279","120.611160851421","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15101","7.8863549","20.300062","125.737135707094","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15409","46.003735","14.020186","506.566831089799","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15411","34.612335","16.502928","448.623257719891","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15413","75.942673","18.255451","1088.85068131378","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15517","20.884237","9.3467913","153.31019642446","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15725","38.555511","6.5719624","199.008403133985","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15727","28.770592","11.245358","254.104271462313","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15729","17.233145","10.077009","136.39111193285","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path15731","14.312274","51.69944","581.144808128363","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path16250","5.4036136","15.77271","66.9391950770615","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path16252","12.413708","6.4259191","62.6508057096319","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path16356","7.5942678","21.322369","127.17778126354","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path16358","31.691463","4.6733956","116.322764521557","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path16512","9.2007475","19.058691","137.722869429096","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Krill","path16624","6.4259191","18.109407","91.3964578088712","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Gorgonian - Echinisis","path16500","9.3974266","9.5006952","70.1219862045231","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Gorgonian - Echinisis","path16502","9.2941589","8.3647423","61.0594011277919","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Sponge","path16505","7.2287898","7.022253","39.8686885506514","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Sponge","path16618","7.3021808","5.6226788","32.2467342046521","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Sponge","path16620","7.156137","5.8417444","32.8330386989969","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Sponge","path16832","21.686369","22.925591","390.478624407234","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Ophiuroid - Ophionotus victoriae","path16835","66.091797","92.941589","4824.4469459383","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Ophiuroid - Ophionotus victoriae","path16837","73.898064","60.462055","3509.18162135066","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Gorgonian clump","path16508","25.094229","16.832754","331.756098311043","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Gorgonian clump","path16510","17.452364","26.023643","356.707496338815","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Gorgonian clump","path16514","26.547703","47.345379","987.175638167818","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Ophiuroid traces","path16842","54.912399","54.036137","2330.47577545972","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Ophiuroid traces","path16844","66.011711","61.04623","3164.9708878919","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"dropstones","path16361","68.470947","59.28006","3187.90117947609","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"dropstones","path16839","76.757774","45.407166","2737.3898338458","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Notocrangon","path15836","7.8863549","20.59215","127.546307939889","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Notocrangon","path16728","13.36299","6.3894076","67.0585438677084","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Mysids","path13628","9.5658569","4.3082862","32.368181968474","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Mysids","path13630","11.975576","53.451962","502.747527695787","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Mysids","path13632","28.33246","6.7180061","149.490832180834","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Mysids","path13634","21.906542","7.0100932","120.611162090207","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Mysids","path13636","7.8863549","16.502928","102.217958620048","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Mysids","path13638","47.026043","12.559751","463.883951011078","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Mysids","path13640","11.829533","39.869904","370.427031602239","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Mysids","path13642","25.84972","10.077009","204.586687685436","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Mysids","path13746","10.51514","33.297939","274.993414824615","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Mysids","path16622","18.839626","4.9654827","73.472299351909","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Pelagic Fish","path13851","34.028164","10.077009","269.314691253012","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Pelagic Fish","path13853","10.661184","43.520996","364.413238763939","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Pelagic Fish","path14875","16.502928","41.914516","543.269522662152","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Pelagic Fish","path15621","14.604362","51.115261","586.304264939994","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Pelagic Fish","path16146","10.807227","39.57782","335.935595680943","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Benthic Fish","path16042","37.825294","33.590027","997.88971525167","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Buried actinarian","path13521","7.521246","8.1054201","47.8801171056347","TIMER_2019_03_06 at 07_53_57 IMG_0717.svg"
"Ophiuroid - Ophionotus victoriae","path17259","106.57301","109.05146","9127.85216666515","TIMER_2019_03_06 at 08_06_11 IMG_0790.svg"
"Ascidian - Cnemidocarpa verrucosa","path17262","12.805285","17.039289","171.368343643261","TIMER_2019_03_06 at 08_06_11 IMG_0790.svg"
"Ascidian - Cnemidocarpa verrucosa","path17264","19.517733","19.00139","291.27594896215","TIMER_2019_03_06 at 08_06_11 IMG_0790.svg"
"Ascidian - Cnemidocarpa verrucosa","path17266","8.8810844","15.386995","107.327173289927","TIMER_2019_03_06 at 08_06_11 IMG_0790.svg"
"Ascidian - Cnemidocarpa verrucosa","path17268","20.653685","16.626217","269.69995558147","TIMER_2019_03_06 at 08_06_11 IMG_0790.svg"
